id,source,endpoint,request_params,http_status,headers,payload,received_at,duration_ms
1,upbit,ticker,"{""markets"": ""KRW-BTC,KRW-ETH""}",200,"{""Date"": ""Tue, 30 Sep 2025 08:42:35 GMT"", ""ETag"": ""W/\""0461067be4e0324d1cf2c823deaf9096e\"""", ""Vary"": ""origin,access-control-request-method,access-control-request-headers,accept-encoding"", ""Pragma"": ""no-cache"", ""Expires"": ""0"", ""Connection"": ""keep-alive"", ""Limit-By-Ip"": ""Yes"", ""Content-Type"": ""application/json;charset=UTF-8"", ""Cache-Control"": ""no-cache, no-store, max-age=0, must-revalidate"", ""Remaining-Req"": ""group=ticker; min=600; sec=9"", ""Content-Encoding"": ""gzip"", ""Transfer-Encoding"": ""chunked""}","[{""change"": ""FALL"", ""market"": ""KRW-BTC"", ""low_price"": 161701000.0, ""timestamp"": 1759221754583, ""high_price"": 163655000.0, ""trade_date"": ""20250930"", ""trade_time"": ""084230"", ""change_rate"": 0.0066206067, ""trade_price"": 161897000.0, ""change_price"": 1079000.0, ""trade_volume"": 0.00556029, ""opening_price"": 162976000.0, ""trade_date_kst"": ""20250930"", ""trade_time_kst"": ""174230"", ""acc_trade_price"": 107088475992.27109, ""trade_timestamp"": 1759221750975, ""acc_trade_volume"": 657.36247822, ""prev_closing_price"": 162976000.0, ""signed_change_rate"": -0.0066206067, ""acc_trade_price_24h"": 296321666939.0213, ""lowest_52_week_date"": ""2024-10-10"", ""signed_change_price"": -1079000.0, ""acc_trade_volume_24h"": 1825.21990711, ""highest_52_week_date"": ""2025-08-14"", ""lowest_52_week_price"": 80635000.0, ""highest_52_week_price"": 169900000.0}, {""change"": ""FALL"", ""market"": ""KRW-ETH"", ""low_price"": 5941000.0, ""timestamp"": 1759221755531, ""high_price"": 6048000.0, ""trade_date"": ""20250930"", ""trade_time"": ""084235"", ""change_rate"": 0.0111499418, ""trade_price"": 5942000.0, ""change_price"": 67000.0, ""trade_volume"": 0.36173461, ""opening_price"": 6009000.0, ""trade_date_kst"": ""20250930"", ""trade_time_kst"": ""174235"", ""acc_trade_price"": 74432508861.42725, ""trade_timestamp"": 1759221755209, ""acc_trade_volume"": 12430.09072449, ""prev_closing_price"": 6009000.0, ""signed_change_rate"": -0.0111499418, ""acc_trade_price_24h"": 229572770045.58923, ""lowest_52_week_date"": ""2025-04-09"", ""signed_change_price"": -67000.0, ""acc_trade_volume_24h"": 38471.99760454, ""highest_52_week_date"": ""2025-08-24"", ""lowest_52_week_price"": 2096000.0, ""highest_52_week_price"": 6845000.0}]",2025-09-30 08:42:35.988412+00,108
